2026-05-11 17:05:12 | INFO     | src.test_design.black_box.boundary_value:generate:27 - BVA生成: REQ-001 - 用户注册表单验证
2026-05-11 17:05:12 | INFO     | src.optimization.coverage_optimizer:optimize:79 - 覆盖优化: 2 → 2个用例 (覆盖率: 4/4 = 100.0%)
2026-05-11 17:05:12 | INFO     | src.optimization.coverage_optimizer:optimize:32 - 覆盖优化: TS-SINGLE, 目标覆盖率=0.95
2026-05-11 17:05:12 | INFO     | src.parser.csv_parser:parse:58 - CSV解析: 共0行需求数据
2026-05-11 17:05:12 | INFO     | src.parser.csv_parser:parse:77 - CSV解析完成: 成功解析0条需求
2026-05-11 18:31:47 | INFO     | src.parser.csv_parser:parse:58 - CSV解析: 共4行需求数据
2026-05-11 18:31:47 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-001
2026-05-11 18:31:48 | INFO     | src.ai.client:__init__:33 - AI客户端初始化完成: base_url=https://yunwu.ai/v1, model=gpt-4o
2026-05-11 18:32:28 | INFO     | src.parser.text_parser:parse:43 - 文本解析: 分为5个需求段落
2026-05-11 18:32:28 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-001
2026-05-11 18:32:35 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-002
2026-05-11 18:32:44 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-003
2026-05-11 18:32:51 | ERROR    | src.parser.text_parser:parse:55 - 解析段落3失败: 1 validation error for Condition
value
  Input should be a valid string [type=string_type, input_value=5, input_type=int]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
2026-05-11 18:32:51 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-004
2026-05-11 18:32:58 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-005
2026-05-11 18:33:02 | INFO     | src.parser.text_parser:parse:57 - 文本解析完成: 成功解析4条需求
2026-05-11 18:33:50 | INFO     | src.risk.risk_analyzer:analyze_batch:65 - 批量风险分析: 4条需求
2026-05-11 18:33:50 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-001 - 用户注册表单验证
2026-05-11 18:33:58 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-002 - 用户注册验证规则
2026-05-11 18:34:11 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-004 - 用户登录状态转换
2026-05-11 18:34:16 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-005 - 密码重置流程
2026-05-11 18:35:01 | INFO     | src.risk.risk_analyzer:analyze_batch:65 - 批量风险分析: 4条需求
2026-05-11 18:35:01 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-001 - 用户注册表单验证
2026-05-11 18:35:13 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-002 - 用户注册验证规则
2026-05-11 18:35:26 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-004 - 用户登录状态转换
2026-05-11 18:35:40 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-005 - 密码重置流程
2026-05-11 18:36:43 | INFO     | src.test_design.black_box.orchestrator:generate_all:41 - 黑盒编排: REQ-001, 启用技术: ['EP', 'BVA']
2026-05-11 18:36:43 | INFO     | src.test_design.black_box.equivalence_partition:generate:31 - EP生成: REQ-001 - 用户注册表单验证
2026-05-11 18:37:02 | INFO     | src.test_design.black_box.orchestrator:generate_all:53 -   EP: 生成9个测试用例
2026-05-11 18:37:02 | INFO     | src.test_design.black_box.boundary_value:generate:27 - BVA生成: REQ-001 - 用户注册表单验证
2026-05-11 18:37:10 | INFO     | src.test_design.black_box.orchestrator:generate_all:53 -   BVA: 生成8个测试用例
2026-05-11 18:38:16 | INFO     | src.test_design.white_box.state_transition:generate:25 - ST生成: REQ-001 - 用户注册表单验证
2026-05-11 18:38:34 | INFO     | src.test_design.white_box.state_transition:generate:58 - ST完成: 10个测试用例 (All-States: 1, All-Transitions: 9)
2026-05-11 18:38:55 | INFO     | src.test_design.white_box.state_transition:generate:25 - ST生成: REQ-001 - 用户注册表单验证
2026-05-11 18:39:09 | INFO     | src.test_design.white_box.state_transition:generate:58 - ST完成: 10个测试用例 (All-States: 1, All-Transitions: 9)
2026-05-11 18:39:18 | INFO     | src.test_design.oracle.oracle_generator:generate_suite:49 - 批量预言生成: TS-BB-REQ-001, 17个用例
2026-05-11 18:39:41 | INFO     | src.test_design.oracle.oracle_generator:generate_suite:49 - 批量预言生成: ST-REQ-001, 10个用例
2026-05-11 18:39:48 | INFO     | src.optimization.risk_based_optimizer:optimize:33 - 风险优化: ST-REQ-001, 预算=1.0
2026-05-11 18:39:48 | INFO     | src.optimization.risk_based_optimizer:optimize:56 - 优化结果: 10 → 10个用例
2026-05-11 18:39:52 | INFO     | src.optimization.coverage_optimizer:optimize:32 - 覆盖优化: ST-REQ-001, 目标覆盖率=0.95
2026-05-11 18:39:52 | INFO     | src.optimization.coverage_optimizer:optimize:79 - 覆盖优化: 10 → 1个用例 (覆盖率: 5/5 = 100.0%)
2026-05-11 18:40:15 | INFO     | src.export.json_exporter:export:61 - JSON导出: TS-BB-REQ-001, 17个用例
2026-05-11 18:40:15 | INFO     | src.export.json_exporter:export:61 - JSON导出: ST-REQ-001, 10个用例
2026-05-11 19:19:58 | INFO     | src.test_design.black_box.orchestrator:generate_all:41 - 黑盒编排: REQ-001, 启用技术: ['EP', 'BVA', 'DecisionTable']
2026-05-11 19:19:58 | INFO     | src.test_design.black_box.equivalence_partition:generate:31 - EP生成: REQ-001 - 用户注册登录系统
2026-05-11 19:19:58 | INFO     | src.test_design.black_box.orchestrator:generate_all:53 -   EP: 生成21个测试用例
2026-05-11 19:19:58 | INFO     | src.test_design.black_box.boundary_value:generate:27 - BVA生成: REQ-001 - 用户注册登录系统
2026-05-11 19:19:58 | INFO     | src.test_design.black_box.orchestrator:generate_all:53 -   BVA: 生成18个测试用例
2026-05-11 19:19:58 | INFO     | src.test_design.black_box.decision_table:generate:27 - DT生成: REQ-001 - 用户注册登录系统
2026-05-11 19:19:58 | INFO     | src.test_design.black_box.orchestrator:generate_all:53 -   DecisionTable: 生成16个测试用例
2026-05-11 19:19:58 | INFO     | src.test_design.white_box.whitebox_orchestrator:generate_all:32 - 白盒编排: REQ-001, 技术: ['LogicCoverage', 'PathCoverage']
2026-05-11 19:19:58 | INFO     | src.test_design.white_box.logic_coverage:generate:38 - LogicCoverage生成: REQ-001
2026-05-11 19:19:58 | INFO     | src.test_design.white_box.whitebox_orchestrator:generate_all:48 -   逻辑覆盖: 80 个用例
2026-05-11 19:19:58 | INFO     | src.test_design.white_box.path_coverage:generate:29 - PathCoverage生成: REQ-001
2026-05-11 19:19:58 | INFO     | src.test_design.white_box.whitebox_orchestrator:generate_all:56 -   路径覆盖: 53 个用例
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:generate_suite:48 - 预言生成: TS-ALL-001, 188 用例, 校验=True
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:70 - 校验 188 个用例的合理性
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-001: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-002: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-003: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-004: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-005: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-006: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-007: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-008: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-009: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-010: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-011: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-012: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-013: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-014: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-015: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-016: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-PC-REQ-001-033: 用户名长度0<3但预期注册成功
2026-05-11 19:19:58 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-PC-REQ-001-038: 密码长度0<8但预期成功
2026-05-11 19:19:58 | INFO     | src.ai.client:__init__:33 - AI客户端初始化完成: base_url=https://yunwu.ai/v1, model=gpt-4o
2026-05-11 19:20:22 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:96 - 校验结果: 保留 170/188, 丢弃 18
2026-05-11 19:20:22 | INFO     | src.export.pytest_exporter:export:32 - Pytest导出: 1 个套件 → flask_app/tests/test_generated.py
2026-05-11 19:20:22 | INFO     | src.export.pytest_exporter:export:54 - Pytest文件已生成: flask_app/tests/test_generated.py (170 个用例)
2026-05-11 19:23:05 | INFO     | src.test_design.black_box.orchestrator:generate_all:41 - 黑盒编排: REQ-001, 启用技术: ['EP', 'BVA', 'DecisionTable']
2026-05-11 19:23:05 | INFO     | src.test_design.black_box.equivalence_partition:generate:31 - EP生成: REQ-001 - 用户注册登录系统
2026-05-11 19:23:05 | INFO     | src.test_design.black_box.orchestrator:generate_all:53 -   EP: 生成21个测试用例
2026-05-11 19:23:05 | INFO     | src.test_design.black_box.boundary_value:generate:27 - BVA生成: REQ-001 - 用户注册登录系统
2026-05-11 19:23:05 | INFO     | src.test_design.black_box.orchestrator:generate_all:53 -   BVA: 生成18个测试用例
2026-05-11 19:23:05 | INFO     | src.test_design.black_box.decision_table:generate:27 - DT生成: REQ-001 - 用户注册登录系统
2026-05-11 19:23:05 | INFO     | src.test_design.black_box.orchestrator:generate_all:53 -   DecisionTable: 生成4个测试用例
2026-05-11 19:23:05 | INFO     | src.test_design.white_box.whitebox_orchestrator:generate_all:32 - 白盒编排: REQ-001, 技术: ['LogicCoverage', 'PathCoverage']
2026-05-11 19:23:05 | INFO     | src.test_design.white_box.logic_coverage:generate:38 - LogicCoverage生成: REQ-001
2026-05-11 19:23:05 | INFO     | src.test_design.white_box.whitebox_orchestrator:generate_all:48 -   逻辑覆盖: 80 个用例
2026-05-11 19:23:05 | INFO     | src.test_design.white_box.path_coverage:generate:29 - PathCoverage生成: REQ-001
2026-05-11 19:23:05 | INFO     | src.test_design.white_box.whitebox_orchestrator:generate_all:56 -   路径覆盖: 53 个用例
2026-05-11 19:23:05 | INFO     | src.test_design.oracle.oracle_generator:generate_suite:48 - 预言生成: TS-ALL, 176 用例, 校验=True
2026-05-11 19:23:05 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:70 - 校验 176 个用例的合理性
2026-05-11 19:23:05 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-001: 用户名长度0<3但预期注册成功
2026-05-11 19:23:05 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-002: 用户名长度0<3但预期注册成功
2026-05-11 19:23:05 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-003: 用户名长度0<3但预期注册成功
2026-05-11 19:23:05 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-DT-REQ-001-004: 用户名长度0<3但预期注册成功
2026-05-11 19:23:05 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-PC-REQ-001-033: 用户名长度0<3但预期注册成功
2026-05-11 19:23:05 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:80 -   丢弃 TC-PC-REQ-001-038: 密码长度0<8但预期成功
2026-05-11 19:23:06 | INFO     | src.ai.client:__init__:33 - AI客户端初始化完成: base_url=https://yunwu.ai/v1, model=gpt-4o
2026-05-11 19:23:31 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:96 - 校验结果: 保留 167/176, 丢弃 9
2026-05-11 19:23:31 | INFO     | src.export.pytest_exporter:export:60 - Pytest导出: 1 个套件 → flask_app/tests/test_generated.py
2026-05-11 19:23:31 | INFO     | src.export.pytest_exporter:export:79 - Pytest文件已生成: flask_app/tests/test_generated.py (167 用例)
2026-05-11 19:28:46 | INFO     | src.test_design.black_box.boundary_value:generate:27 - BVA生成: REQ-001 - 用户注册表单验证
2026-05-11 19:28:46 | INFO     | src.test_design.black_box.boundary_value:generate:27 - BVA生成: REQ-001 - 用户注册表单验证
2026-05-11 19:28:46 | INFO     | src.test_design.black_box.boundary_value:generate:27 - BVA生成: REQ-NOBOUND - 无边界
2026-05-11 19:28:46 | INFO     | src.test_design.black_box.boundary_value:generate:33 - BVA: 需求REQ-NOBOUND没有数值边界字段，跳过
2026-05-11 19:28:46 | INFO     | src.test_design.black_box.equivalence_partition:generate:31 - EP生成: REQ-001 - 用户注册表单验证
2026-05-11 19:28:46 | INFO     | src.test_design.black_box.equivalence_partition:generate:31 - EP生成: REQ-001 - 用户注册表单验证
2026-05-11 19:28:46 | INFO     | src.test_design.black_box.equivalence_partition:generate:31 - EP生成: REQ-EMPTY - 空需求
2026-05-11 19:28:46 | INFO     | src.export.json_exporter:export:61 - JSON导出: TS-001, 2个用例
2026-05-11 19:28:46 | INFO     | src.export.json_exporter:export:61 - JSON导出: TS-001, 2个用例
2026-05-11 19:28:46 | INFO     | src.export.csv_exporter:export:64 - CSV导出: TS-001, 2个用例
2026-05-11 19:28:46 | INFO     | src.export.excel_exporter:export:67 - Excel导出: test_artifacts.xlsx, 1个套件
2026-05-11 19:28:46 | INFO     | src.optimization.risk_based_optimizer:optimize:33 - 风险优化: TS-001, 预算=1.0
2026-05-11 19:28:46 | INFO     | src.optimization.risk_based_optimizer:optimize:56 - 优化结果: 2 → 2个用例
2026-05-11 19:28:46 | INFO     | src.optimization.risk_based_optimizer:optimize:33 - 风险优化: TS-001, 预算=0.5
2026-05-11 19:28:46 | INFO     | src.optimization.risk_based_optimizer:optimize:56 - 优化结果: 2 → 1个用例
2026-05-11 19:28:46 | INFO     | src.optimization.risk_based_optimizer:optimize:33 - 风险优化: TS-001, 预算=1.0
2026-05-11 19:28:46 | INFO     | src.optimization.risk_based_optimizer:optimize:56 - 优化结果: 2 → 2个用例
2026-05-11 19:28:46 | INFO     | src.optimization.coverage_optimizer:optimize:32 - 覆盖优化: TS-001, 目标覆盖率=1.0
2026-05-11 19:28:46 | INFO     | src.optimization.coverage_optimizer:optimize:79 - 覆盖优化: 2 → 2个用例 (覆盖率: 4/4 = 100.0%)
2026-05-11 19:28:46 | INFO     | src.optimization.coverage_optimizer:optimize:32 - 覆盖优化: TS-SINGLE, 目标覆盖率=0.95
2026-05-11 19:28:47 | INFO     | src.parser.csv_parser:parse:58 - CSV解析: 共0行需求数据
2026-05-11 19:28:47 | INFO     | src.parser.csv_parser:parse:77 - CSV解析完成: 成功解析0条需求
2026-05-11 21:08:03 | INFO     | src.parser.csv_parser:parse:58 - CSV解析: 共4行需求数据
2026-05-11 21:08:03 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-001
2026-05-11 21:08:03 | INFO     | src.ai.client:__init__:33 - AI客户端初始化完成: base_url=https://yunwu.ai/v1, model=gpt-4o
2026-05-11 21:09:02 | INFO     | src.parser.text_parser:parse:43 - 文本解析: 分为5个需求段落
2026-05-11 21:09:02 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-001
2026-05-11 21:09:22 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-002
2026-05-11 21:09:31 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-003
2026-05-11 21:09:38 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-004
2026-05-11 21:09:47 | ERROR    | src.parser.text_parser:parse:55 - 解析段落4失败: 1 validation error for Condition
value
  Input should be a valid string [type=string_type, input_value=5, input_type=int]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
2026-05-11 21:09:47 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-005
2026-05-11 21:09:57 | INFO     | src.parser.text_parser:parse:57 - 文本解析完成: 成功解析4条需求
2026-05-11 21:10:24 | INFO     | src.risk.risk_analyzer:analyze_batch:65 - 批量风险分析: 4条需求
2026-05-11 21:10:24 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-001 - 用户注册表单验证
2026-05-11 21:10:44 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-002 - 用户注册验证规则
2026-05-11 21:10:47 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-003 - 用户登录验证流程
2026-05-11 21:10:55 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-005 - 密码重置流程
2026-05-11 21:11:10 | INFO     | src.parser.text_parser:parse:43 - 文本解析: 分为5个需求段落
2026-05-11 21:11:10 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-001
2026-05-11 21:11:18 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-002
2026-05-11 21:11:26 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-003
2026-05-11 21:11:32 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-004
2026-05-11 21:11:46 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-005
2026-05-11 21:11:52 | INFO     | src.parser.text_parser:parse:57 - 文本解析完成: 成功解析5条需求
2026-05-11 21:12:10 | INFO     | src.risk.risk_analyzer:analyze_batch:65 - 批量风险分析: 5条需求
2026-05-11 21:12:10 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-001 - 用户注册表单验证
2026-05-11 21:12:27 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-002 - 用户注册验证规则
2026-05-11 21:12:34 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-003 - 用户登录验证流程
2026-05-11 21:12:54 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-004 - 用户登录状态转换
2026-05-11 21:12:58 | INFO     | src.risk.risk_analyzer:analyze:36 - 风险分析: REQ-005 - 密码重置流程
2026-05-11 21:13:17 | INFO     | src.test_design.black_box.orchestrator:generate_all:41 - 黑盒编排: REQ-001, 启用技术: ['EP', 'BVA', 'DecisionTable']
2026-05-11 21:13:17 | INFO     | src.test_design.black_box.equivalence_partition:generate:31 - EP生成: REQ-001 - 用户注册表单验证
2026-05-11 21:13:40 | INFO     | src.test_design.black_box.orchestrator:generate_all:53 -   EP: 生成7个测试用例
2026-05-11 21:13:40 | INFO     | src.test_design.black_box.boundary_value:generate:27 - BVA生成: REQ-001 - 用户注册表单验证
2026-05-11 21:14:11 | INFO     | src.test_design.black_box.orchestrator:generate_all:53 -   BVA: 生成9个测试用例
2026-05-11 21:14:11 | INFO     | src.test_design.black_box.decision_table:generate:27 - DT生成: REQ-001 - 用户注册表单验证
2026-05-11 21:15:05 | INFO     | src.test_design.black_box.orchestrator:generate_all:53 -   DecisionTable: 生成6个测试用例
2026-05-11 21:15:51 | INFO     | src.test_design.white_box.whitebox_orchestrator:generate_all:32 - 白盒编排: REQ-001, 技术: ['StateTransition', 'LogicCoverage', 'PathCoverage']
2026-05-11 21:15:51 | INFO     | src.test_design.white_box.state_transition:generate:25 - ST生成: REQ-001 - 用户注册表单验证
2026-05-11 21:16:14 | INFO     | src.test_design.white_box.state_transition:generate:58 - ST完成: 0个测试用例 (All-States: 0, All-Transitions: 0)
2026-05-11 21:16:14 | INFO     | src.test_design.white_box.whitebox_orchestrator:generate_all:40 -   状态转换: 0 个用例
2026-05-11 21:16:14 | INFO     | src.test_design.white_box.logic_coverage:generate:38 - LogicCoverage生成: REQ-001
2026-05-11 21:16:33 | WARNING  | src.ai.client:chat_with_json:124 - JSON解析失败 (attempt 1/3): Expecting ',' delimiter: line 114 column 26 (char 2978)
2026-05-11 21:17:20 | INFO     | src.test_design.white_box.whitebox_orchestrator:generate_all:48 -   逻辑覆盖: 2 个用例
2026-05-11 21:17:20 | INFO     | src.test_design.white_box.path_coverage:generate:29 - PathCoverage生成: REQ-001
2026-05-11 21:17:38 | INFO     | src.test_design.white_box.whitebox_orchestrator:generate_all:56 -   路径覆盖: 3 个用例
2026-05-11 21:18:33 | INFO     | src.test_design.oracle.oracle_generator:generate_suite:48 - 预言生成: TS-BB-REQ-001, 22 用例, 校验=True
2026-05-11 21:18:33 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:70 - 校验 22 个用例的合理性
2026-05-11 21:18:55 | INFO     | src.test_design.oracle.oracle_generator:_validate_and_filter:96 - 校验结果: 保留 22/22, 丢弃 0
2026-05-11 21:27:34 | INFO     | src.optimization.risk_based_optimizer:optimize:33 - 风险优化: TS-BB-REQ-001, 预算=1.0
2026-05-11 21:27:34 | INFO     | src.optimization.risk_based_optimizer:optimize:56 - 优化结果: 22 → 22个用例
2026-05-11 21:27:38 | INFO     | src.optimization.coverage_optimizer:optimize:32 - 覆盖优化: TS-BB-REQ-001, 目标覆盖率=0.95
2026-05-11 21:27:38 | INFO     | src.optimization.coverage_optimizer:optimize:79 - 覆盖优化: 22 → 3个用例 (覆盖率: 11/11 = 100.0%)
2026-05-11 21:27:58 | INFO     | src.optimization.risk_based_optimizer:optimize:33 - 风险优化: TS-BB-REQ-001, 预算=0.5
2026-05-11 21:27:58 | INFO     | src.optimization.risk_based_optimizer:optimize:56 - 优化结果: 22 → 11个用例
2026-05-11 21:28:05 | INFO     | src.optimization.coverage_optimizer:optimize:32 - 覆盖优化: TS-WB-REQ-001, 目标覆盖率=0.95
2026-05-11 21:28:05 | INFO     | src.optimization.coverage_optimizer:optimize:79 - 覆盖优化: 5 → 2个用例 (覆盖率: 9/9 = 100.0%)
2026-05-11 21:28:09 | INFO     | src.optimization.risk_based_optimizer:optimize:33 - 风险优化: TS-WB-REQ-001, 预算=0.5
2026-05-11 21:28:09 | INFO     | src.optimization.risk_based_optimizer:optimize:56 - 优化结果: 5 → 2个用例
2026-05-11 21:28:40 | INFO     | src.export.pytest_exporter:export:60 - Pytest导出: 2 个套件 → flask_app/tests/test_generated.py
2026-05-11 21:28:40 | INFO     | src.export.pytest_exporter:export:79 - Pytest文件已生成: flask_app/tests/test_generated.py (27 用例)
2026-05-11 21:30:52 | INFO     | src.parser.csv_parser:parse:58 - CSV解析: 共4行需求数据
2026-05-11 21:30:52 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-001
2026-05-11 21:30:53 | INFO     | src.ai.client:__init__:33 - AI客户端初始化完成: base_url=https://yunwu.ai/v1, model=gpt-4o
2026-05-11 21:31:50 | INFO     | src.parser.csv_parser:parse:58 - CSV解析: 共4行需求数据
2026-05-11 21:31:50 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-001
2026-05-11 21:31:51 | INFO     | src.ai.client:__init__:33 - AI客户端初始化完成: base_url=https://yunwu.ai/v1, model=gpt-4o
2026-05-11 21:32:02 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-002
2026-05-11 21:32:11 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-003
2026-05-11 21:32:18 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-004
2026-05-11 21:32:33 | INFO     | src.parser.csv_parser:parse:77 - CSV解析完成: 成功解析4条需求
2026-05-11 21:33:02 | INFO     | src.parser.csv_parser:parse:58 - CSV解析: 共4行需求数据
2026-05-11 21:33:02 | INFO     | src.parser.ai_extractor:extract:32 - 开始AI提取需求: REQ-001
